Strategy,Avg Best Value,Std Dev
elitist,2.0397279516061504,5.29843198408976
simulated_annealing,3.9687356956323674,6.407587301977282
roulette,2.354161144822653,2.145818413810149
tournament,0.8273310659741994,0.7608466210557037
rank,2.392345056586935,2.0610233162257328
