Run,Strategy,Best Value,Benchmark
17,simulated_annealing,5.398358237048485e-06,Booth
18,simulated_annealing,3.117439839490957e-05,Booth
19,simulated_annealing,1.1751604111906301e-06,Booth
20,simulated_annealing,1.8479344584254106e-05,Booth
21,simulated_annealing,2.445018471056073e-08,Booth
22,simulated_annealing,1.2860613949337867e-05,Booth
23,simulated_annealing,6.226066714814253e-06,Booth
24,simulated_annealing,1.2722833484572958e-06,Booth
25,simulated_annealing,5.828901148126319e-06,Booth
26,simulated_annealing,2.3449475289869502e-05,Booth
27,simulated_annealing,6.9670360865157924e-06,Booth
28,simulated_annealing,1.0479880822187832e-05,Booth
29,simulated_annealing,8.033937943171516e-05,Booth
30,simulated_annealing,8.907022345610084e-06,Booth
1,roulette,0.005103789553283277,Booth
2,roulette,0.008590392631078482,Booth
3,roulette,0.0007222510787111667,Booth
4,roulette,0.0010690637756187744,Booth
5,roulette,0.005088621375397936,Booth
6,roulette,0.002969109872273296,Booth
7,roulette,0.009235598889811783,Booth
8,roulette,0.0038848514126295516,Booth
9,roulette,0.005331216687131805,Booth
10,roulette,0.014954388238617156,Booth
11,roulette,0.0068598007378216684,Booth
12,roulette,0.005342111173495678,Booth
13,roulette,0.000440046236634004,Booth
14,roulette,0.002009764808356545,Booth
15,roulette,0.006342307851090308,Booth
16,roulette,0.005993797474651101,Booth
17,roulette,0.0005712338676665733,Booth
18,roulette,0.009463295888622821,Booth
19,roulette,0.0023744889952739667,Booth
20,roulette,0.012806469683120849,Booth
21,roulette,0.003745474994343592,Booth
22,roulette,0.0023764270926626614,Booth
23,roulette,0.009406240607629925,Booth
24,roulette,0.005384533668561209,Booth
25,roulette,0.003879382223256387,Booth
26,roulette,0.0007414879115722945,Booth
27,roulette,0.011133072459271766,Booth
28,roulette,0.00015578257646489216,Booth
29,roulette,0.002710623200304275,Booth
30,roulette,0.0061941697387529505,Booth
1,tournament,3.5841574516603926e-05,Booth
2,tournament,0.001020094123551937,Booth
3,tournament,7.218467938158206e-05,Booth
4,tournament,0.0008616763259481639,Booth
5,tournament,5.9681736327487e-05,Booth
6,tournament,8.403368668295419e-05,Booth
7,tournament,0.0008686734540713384,Booth
8,tournament,0.00022892383021017412,Booth
9,tournament,0.0003948559653329681,Booth
10,tournament,0.004627457477459438,Booth
11,tournament,8.062476537104728e-05,Booth
12,tournament,0.0001359769779439375,Booth
13,tournament,0.0011200946084798326,Booth
14,tournament,7.175977302429043e-05,Booth
15,tournament,0.0016172748430758976,Booth
16,tournament,0.0011637499139875095,Booth
17,tournament,0.0014356354858305598,Booth
18,tournament,0.00012510118897284212,Booth
19,tournament,0.0003564992659481905,Booth
20,tournament,0.0018277213212971651,Booth
21,tournament,0.000278963072221336,Booth
22,tournament,0.00017573149900875846,Booth
23,tournament,0.0008195831307600549,Booth
24,tournament,0.00021949280470332953,Booth
25,tournament,0.0027970415509651794,Booth
26,tournament,0.0025735801410786963,Booth
27,tournament,0.0004286094225091825,Booth
28,tournament,0.0020824961920471704,Booth
29,tournament,0.000489931514327468,Booth
30,tournament,0.00012658441040291104,Booth
1,rank,0.053383674794952124,Booth
2,rank,0.03598455365399904,Booth
3,rank,0.0003548275558622533,Booth
4,rank,0.1005317821124102,Booth
5,rank,0.023704593887169802,Booth
6,rank,0.0690778526558814,Booth
7,rank,0.0017369081482228187,Booth
8,rank,0.031375513764141494,Booth
9,rank,0.061698238408609184,Booth
10,rank,0.019651751189870066,Booth
11,rank,0.059695456436061264,Booth
12,rank,0.23126299268524647,Booth
13,rank,0.03172411886112706,Booth
14,rank,0.024067178013839292,Booth
15,rank,0.0332511351138937,Booth
16,rank,0.04507451984706986,Booth
17,rank,0.008117988182446976,Booth
18,rank,0.17167789918365378,Booth
19,rank,0.03374868709110766,Booth
20,rank,0.033637454477860054,Booth
21,rank,0.0691328254585639,Booth
22,rank,0.06488546217321021,Booth
23,rank,0.09720853550603326,Booth
24,rank,0.035505110366434764,Booth
25,rank,0.004917057948447893,Booth
26,rank,0.06493357097296766,Booth
27,rank,0.03221190057040669,Booth
28,rank,0.018691868343737483,Booth
29,rank,0.005305507073958403,Booth
30,rank,0.01655184832205716,Booth
