Strategy            ,Avg Best Value         ,Std Dev
elitist             ,1.382706984179686e-05  ,1.949716418615972e-05
simulated_annealing ,1.5322068602000843e-05 ,2.388203245692999e-05
roulette            ,0.005162659823470223   ,0.003772723085090747
tournament          ,0.000872662491181267   ,0.0010357152165667274
rank                ,0.04930336042664141    ,0.048665113351282326
