Strategy            ,Avg Best Value      ,Std Dev
elitist             ,-1.9212484465045163 ,0.06675925668176622
simulated_annealing ,-1.9226441859406727 ,0.06988796647965366
roulette            ,-1.8250395619399495 ,0.10974461484921022
tournament          ,-1.8541027014065332 ,0.09913645337260688
rank                ,-1.7593999335943455 ,0.11724713224905227
