Strategy            ,Avg Best Value       ,Std Dev
elitist             ,0.011568515968070011 ,0.012795048026898027
simulated_annealing ,0.009646556938051483 ,0.007012719560858142
roulette            ,0.32134400075067276  ,0.2840746610417165
tournament          ,0.11832458506077351  ,0.07600671090287536
rank                ,1.6417241286508806   ,0.8825735178447318
