Run,Strategy,Best Value,Benchmark
28,tournament,-1.9027840542816588,Michalewicz
29,tournament,-1.936794053806645,Michalewicz
30,tournament,-1.787381851151232,Michalewicz
1,rank,-1.741166133921049,Michalewicz
2,rank,-1.8841666089516331,Michalewicz
3,rank,-1.6669344402635367,Michalewicz
4,rank,-1.8122796930740788,Michalewicz
5,rank,-1.75840531102728,Michalewicz
6,rank,-1.4374587682478934,Michalewicz
7,rank,-1.7112979366018917,Michalewicz
8,rank,-1.8939615356803892,Michalewicz
9,rank,-1.7295039157137004,Michalewicz
10,rank,-1.7560068627529135,Michalewicz
11,rank,-1.9863573269613897,Michalewicz
12,rank,-1.707152560218196,Michalewicz
13,rank,-1.7791630412870592,Michalewicz
14,rank,-1.8013545001932636,Michalewicz
15,rank,-1.555484741476128,Michalewicz
16,rank,-1.8890619869306833,Michalewicz
17,rank,-1.709203928272432,Michalewicz
18,rank,-1.7877771991976734,Michalewicz
19,rank,-1.8870321781293375,Michalewicz
20,rank,-1.885504333738829,Michalewicz
21,rank,-1.7131152259910176,Michalewicz
22,rank,-1.7020290082180134,Michalewicz
23,rank,-1.6338101128851694,Michalewicz
24,rank,-1.924777996672858,Michalewicz
25,rank,-1.6449851378522509,Michalewicz
26,rank,-1.796366884401863,Michalewicz
27,rank,-1.5977385145744103,Michalewicz
28,rank,-1.6955367665003938,Michalewicz
29,rank,-1.8721729408491772,Michalewicz
30,rank,-1.8221924172458506,Michalewicz
