Strategy,Avg Best Value,Std Dev
elitist,-1.927236286083345,0.06613158407502068
simulated_annealing,-1.9066748600508092,0.08705938097860211
roulette,-1.8163140343523727,0.09643516247610907
tournament,-1.811766738334107,0.10081876517233979
rank,-1.769365886911147,0.0987418199676902
