Strategy,Avg Best Value,Std Dev
elitist,1.1705003184008428e-05,2.0089999369581613e-05
simulated_annealing,1.3588346108160799e-05,2.0226461493879176e-05
roulette,0.005365955424569749,0.005775628978506355
tournament,0.000765424720099314,0.0012417130593923144
rank,0.031230203379355177,0.03431979886204821
