Strategy            ,Avg Best Value       ,Std Dev
elitist             ,0.012922435329382717 ,0.01127830014468466
simulated_annealing ,0.01295310886118021  ,0.010849465283358745
roulette            ,0.2563333210379909   ,0.2210169525060968
tournament          ,0.0825715159967919   ,0.05443031548887237
rank                ,1.5279034949397718   ,0.803394387662445
